"","location","total_sqft","bath","price","bhk"
"613","BTM Layout","1196","2","56.81","2"
"614","BTM Layout","1470","2","99","3"
"615","Babusapalaya","1358","2","43.4","3"
"616","Babusapalaya","1213","2","41.39","3"
"617","Babusapalaya","1611","2","66","3"
"618","Babusapalaya","1167","2","39.98","3"
"619","Babusapalaya","1675","3","75","3"
"620","Babusapalaya","1141","2","46","2"
"621","Babusapalaya","1500","2","57","2"
"622","Babusapalaya","1453","2","43.59","3"
"623","Babusapalaya","1050","2","45","2"
"624","Babusapalaya","1141","2","45.9","2"
"625","Babusapalaya","1358","2","43.1","3"
"626","Babusapalaya","1230","3","53","3"
"627","Babusapalaya","1105","2","40","2"
"628","Babusapalaya","1410","2","65","3"
"629","Babusapalaya","1450","2","55.99","2"
"630","Babusapalaya","1100","2","38","2"
"631","Babusapalaya","1213","2","36.37","3"
"632","Babusapalaya","1061","2","33.84","2"
"633","Babusapalaya","1061","2","38.95","2"
"634","Babusapalaya","1061","2","34","2"
"635","Babusapalaya","1245","2","58","2"
"636","Badavala Nagar","1494","2","94.55","3"
"637","Badavala Nagar","1274","2","81","2"
"638","Badavala Nagar","1842","3","115","3"
"639","Badavala Nagar","1494","2","94.55","3"
"640","Badavala Nagar","1274","2","81","2"
"641","Badavala Nagar","1494","2","94.55","3"
"642","Badavala Nagar","1842","3","115","3"
"643","Badavala Nagar","1842","3","115","3"
"644","Badavala Nagar","1842","3","115","3"
"645","Balagere","1210","2","80.9","2"
"646","Balagere","1210","2","72","2"
"647","Balagere","1205","2","78.5","2"
"648","Balagere","1145","2","65","2"
"649","Balagere","1012","2","54.59","2"
"650","Balagere","1020.07","2","68.38","2"
"651","Balagere","1205.47","2","81","2"
"652","Balagere","1007","2","65","2"
"653","Balagere","1205","2","70","2"
"654","Balagere","1210","2","74","2"
"655","Balagere","1210","2","83","2"
"656","Balagere","675","1","45","1"
"657","Balagere","656","1","43","1"
"658","Balagere","1012","2","54.59","2"
"659","Balagere","1012","2","64","2"
"660","Balagere","1007","2","62","2"
"661","Balagere","1007","2","67","2"
"662","Balagere","1007","2","66","2"
"663","Balagere","1205","2","63.86","2"
"664","Balagere","1012","2","53.58","2"
"665","Balagere","645","1","34.18","1"
"666","Balagere","1007","2","53","2"
"667","Balagere","1210","2","69","2"
"668","Balagere","1012","2","65","2"
"669","Balagere","656","1","38.77","1"
"670","Balagere","645","1","39","1"
"671","Balagere","645","1","41","1"
"672","Balagere","1210","2","82","2"
"673","Balagere","656","1","34.77","1"
"674","Balagere","1205","2","73.87","2"
"675","Balagere","1012","2","70","2"
"676","Balagere","1007","2","68","2"
"677","Balagere","1205","2","67","2"
"678","Balagere","1205","2","79","2"
"679","Balagere","1012","2","68","2"
"680","Banashankari","1200","2","42","3"
"681","Banashankari","1077","2","37.64","2"
"682","Banashankari","1470","2","88.64","3"
"683","Banashankari","1300","2","75","3"
"684","Banashankari","1800","3","115","3"
"685","Banashankari","1125","2","63","2"
"686","Banashankari","1340","2","53.6","3"
"687","Banashankari","1310","2","80","2"
"688","Banashankari","2600","4","135","3"
"689","Banashankari","1900","2","170","3"
"690","Banashankari","1260","2","75","2"
"691","Banashankari","1170","2","46.79","2"
"692","Banashankari","2500","4","95","4"
"693","Banashankari","1350","2","83","3"
"694","Banashankari","1425","3","49.88","3"
"695","Banashankari","1330","2","78","2"
"696","Banashankari","1400","2","78","3"
"697","Banashankari","1700","3","125","3"
"698","Banashankari","1020","2","40.79","2"
"699","Banashankari","1600","2","63.98","2"
"700","Banashankari","1041","2","36.44","2"
"701","Banashankari","2400","1","200","1"
"702","Banashankari","1390","2","86","2"
"703","Banashankari","1460","2","70","2"
"704","Banashankari","1200","2","60","2"
"705","Banashankari","1290","2","80","2"
"706","Banashankari","2582","5","250","3"
"707","Banashankari","1186","2","65","2"
"708","Banashankari","1650","3","101","3"
"709","Banashankari","1300","2","55","3"
"710","Banashankari","1181","2","75","2"
"711","Banashankari","1105","2","90","2"
"712","Banashankari","720","1","60","1"
"713","Banashankari","1040","2","45","2"
"714","Banashankari","1330","2","77","2"
"715","Banashankari","1200","2","49","2"
"716","Banashankari","1185","2","67","2"
"717","Banashankari","1000","2","50","2"
"718","Banashankari","1650","3","90.75","3"
"719","Banashankari","1650","3","101","3"
"720","Banashankari","1310","2","80.43","2"
"721","Banashankari","600","1","27","2"
"722","Banashankari","1430","2","87.8","2"
"723","Banashankari","1020","2","42.83","2"
"724","Banashankari","1372","2","48.02","3"
"725","Banashankari","1540","3","80","3"
"726","Banashankari","1195","2","35.84","2"
"727","Banashankari","1683","3","115","3"
"728","Banashankari","1800","3","125","3"
"729","Banashankari","1175","2","41.13","2"
"730","Banashankari","1750","2","89","3"
"731","Banashankari","1800","3","175","3"
"732","Banashankari","1450","2","50.75","2"
"733","Banashankari","1770","3","108","3"
"734","Banashankari","1800","3","125","3"
"735","Banashankari","1200","2","42","3"
"736","Banashankari","1420","3","66","3"
"737","Banashankari","1200","3","74.52","3"
"738","Banashankari","1100","2","63","2"
"739","Banashankari","1020","2","40.79","2"
"740","Banashankari","1260","2","75","2"
"741","Banashankari","1340","2","53.6","3"
"742","Banashankari","1426","3","85","3"
"743","Banashankari Stage II","1700","2","150","2"
"744","Banashankari Stage II","1200","2","150","4"
"745","Banashankari Stage II","1500","2","120","3"
"746","Banashankari Stage II","2400","3","510","5"
"747","Banashankari Stage II","1240","2","59.52","3"
"748","Banashankari Stage II","1250","2","110","2"
"749","Banashankari Stage II","1260","2","95","3"
"750","Banashankari Stage II","2400","2","300","3"
"751","Banashankari Stage II","1400","2","100","2"
"752","Banashankari Stage II","2800","3","425","5"
"753","Banashankari Stage II","3000","3","450","3"
"754","Banashankari Stage II","1200","2","198","3"
"755","Banashankari Stage II","1245","2","125","2"
"756","Banashankari Stage III","1305","2","58.7","3"
"757","Banashankari Stage III","1145","2","58.4","2"
"758","Banashankari Stage III","1650","3","118","3"
"759","Banashankari Stage III","2400","4","240","4"
"760","Banashankari Stage III","1350","2","68","3"
"761","Banashankari Stage III","2000","4","100","4"
"762","Banashankari Stage III","1305","2","59","3"
"763","Banashankari Stage III","1305","2","60","3"
"764","Banashankari Stage III","1200","2","42","2"
"765","Banashankari Stage III","1305","2","59","3"
"766","Banashankari Stage III","1480","3","75.48","3"
"767","Banashankari Stage III","1305","2","59","3"
"768","Banashankari Stage III","1304","2","111","2"
"769","Banashankari Stage III","3000","6","150","6"
"770","Banashankari Stage III","1085","2","50","2"
"771","Banashankari Stage III","1500","2","100","3"
"772","Banashankari Stage III","2100","3","147","4"
"773","Banashankari Stage III","1420","2","95","3"
"774","Banashankari Stage V","1300","2","58.5","3"
"775","Banashankari Stage V","1305","2","49","3"
"776","Banashankari Stage V","1035","2","35.77","2"
"777","Banashankari Stage V","1355","2","61","3"
"778","Banashankari Stage V","1510","3","47.57","3"
"779","Banashankari Stage V","1650","3","51.98","3"
"780","Banashankari Stage V","1630","3","51.35","3"
"781","Banashankari Stage V","1510","3","47.57","3"
"782","Banashankari Stage V","1315","2","49","3"
"783","Banashankari Stage V","1540","3","48.51","3"
"784","Banashankari Stage V","920","2","41.5","2"
"785","Banashankari Stage VI","4800","4","190","4"
"786","Banashankari Stage VI","2800","4","89","4"
"787","Banashankari Stage VI","2200","4","195","4"
"788","Banashankari Stage VI","1160","2","59","2"
"789","Banashankari Stage VI","1180","2","59.47","2"
"790","Banashankari Stage VI","1423","2","71.73","3"
"791","Banashankari Stage VI","1392","3","69.46","3"
"792","Banashankari Stage VI","4800","3","200","4"
"793","Banaswadi","1184","2","53","2"
"794","Banaswadi","1145","2","55","2"
"795","Banaswadi","1250","2","60","2"
"796","Banaswadi","1365","2","73","2"
"797","Banaswadi","1903","6","140","5"
"798","Banaswadi","1222","2","80","2"
"799","Banaswadi","870","2","38","2"
"800","Banaswadi","1200","2","60","2"
"801","Banaswadi","1600","3","74.5","3"
"802","Banaswadi","527","1","35","1"
"803","Banaswadi","1340","2","73","2"
"804","Banaswadi","1008","2","52","2"
"805","Banaswadi","1105","2","57","2"
"806","Banjara Layout","1200","2","70","2"
"807","Banjara Layout","1050","2","64.8","2"
"808","Banjara Layout","753","3","59.5","2"
"809","Banjara Layout","2500","4","140","3"
"810","Bannerghatta","3012","6","250","4"
"811","Bannerghatta","1665","3","110","3"
"812","Bannerghatta","2370","4","195","3"
"813","Bannerghatta","1100","2","66","2"
"814","Bannerghatta","1113","2","70","2"
"815","Bannerghatta","1200","2","73.2","2"
"816","Bannerghatta","1070","2","87","2"
"817","Bannerghatta","1776","3","124","3"
"818","Bannerghatta","1776","3","150","3"
"819","Bannerghatta Road","500","1","18.5","1"
"820","Bannerghatta Road","1050","2","65","2"
"821","Bannerghatta Road","1200","2","125","4"
"822","Bannerghatta Road","1170","2","66","3"
"823","Bannerghatta Road","595","1","33.32","1"
"824","Bannerghatta Road","1445","3","95","3"
"825","Bannerghatta Road","1640","2","120","3"
"826","Bannerghatta Road","1380","3","58","4"
"827","Bannerghatta Road","1460","2","90","3"
"828","Bannerghatta Road","1556","2","59.13","3"
"829","Bannerghatta Road","1179","2","66.02","2"
"830","Bannerghatta Road","793","2","45","2"
"831","Bannerghatta Road","1484","3","52.5","3"
"832","Bannerghatta Road","1400","2","78","2"
"833","Bannerghatta Road","2700","5","158","5"
"834","Bannerghatta Road","1215","2","50","2"
"835","Bannerghatta Road","1654","3","100","3"
"836","Bannerghatta Road","1181","2","55","2"
"837","Bannerghatta Road","1460","2","72","3"
"838","Bannerghatta Road","1200","2","75","2"
"839","Bannerghatta Road","1760","3","67","3"
"840","Bannerghatta Road","595","1","31.83","1"
"841","Bannerghatta Road","1105","2","51","2"
"842","Bannerghatta Road","1255","2","65.26","2"
"843","Bannerghatta Road","1550","3","78","3"
"844","Bannerghatta Road","1550","3","82","3"
"845","Bannerghatta Road","1550","2","75","3"
"846","Bannerghatta Road","1650","3","122","3"
"847","Bannerghatta Road","912","2","55","2"
"848","Bannerghatta Road","1218","2","73","2"
"849","Bannerghatta Road","1427","2","48.51","3"
"850","Bannerghatta Road","1115","2","65.12","2"
"851","Bannerghatta Road","1344","2","42","3"
"852","Bannerghatta Road","1893","3","100","3"
"853","Bannerghatta Road","1600","3","95","3"
"854","Bannerghatta Road","1275","2","65","2"
"855","Bannerghatta Road","892","2","39","2"
"856","Bannerghatta Road","1880","3","95","3"
"857","Bannerghatta Road","1260","2","70","2"
"858","Bannerghatta Road","1788","3","90","3"
"859","Bannerghatta Road","1157","2","40","2"
"860","Bannerghatta Road","1150","2","65","2"
"861","Bannerghatta Road","10000","4","450","4"
"862","Bannerghatta Road","1100","2","39","2"
"863","Bannerghatta Road","1400","3","68","3"
"864","Bannerghatta Road","1725","3","110","3"
"865","Bannerghatta Road","1850","6","150","6"
"866","Bannerghatta Road","9000","4","390","3"
"867","Bannerghatta Road","950","2","38","2"
"868","Bannerghatta Road","1220","2","80","2"
"869","Bannerghatta Road","1130","2","78","2"
"870","Bannerghatta Road","1350","2","51","3"
"871","Bannerghatta Road","1486","3","83.22","3"
"872","Bannerghatta Road","1460","2","75","3"
"873","Bannerghatta Road","1015","2","48","2"
"874","Bannerghatta Road","1115","2","61","2"
"875","Bannerghatta Road","1136","2","48","2"
"876","Bannerghatta Road","2700","4","260","4"
"877","Bannerghatta Road","1200","2","69","3"
"878","Bannerghatta Road","1465","2","76","3"
"879","Bannerghatta Road","1200","2","65","2"
"880","Bannerghatta Road","1240","2","65","2"
"881","Bannerghatta Road","1476","3","125","3"
"882","Bannerghatta Road","1100","2","52","3"
"883","Bannerghatta Road","1465","2","45.87","3"
"884","Bannerghatta Road","1268","2","69","2"
"885","Bannerghatta Road","1450","2","87","3"
"886","Bannerghatta Road","2932","5","195","4"
"887","Bannerghatta Road","1450","3","44","3"
"888","Bannerghatta Road","1625","2","75","3"
"889","Bannerghatta Road","960","2","58","2"
"890","Bannerghatta Road","1750","3","130","3"
"891","Bannerghatta Road","1275","2","73","2"
"892","Bannerghatta Road","1430","3","59","3"
"893","Bannerghatta Road","1240","2","71","2"
"894","Bannerghatta Road","1305","2","60","3"
"895","Bannerghatta Road","1215","2","68","2"
"896","Bannerghatta Road","1215","2","68","2"
"897","Bannerghatta Road","1894","3","115","3"
"898","Bannerghatta Road","1655","2","62.89","3"
"899","Bannerghatta Road","1693","3","89","3"
"900","Bannerghatta Road","1280","2","60.16","2"
"901","Bannerghatta Road","3230","5","165","4"
"902","Bannerghatta Road","630","1","35","1"
"903","Bannerghatta Road","1215","2","68","2"
"904","Bannerghatta Road","1365","3","76.18","3"
"905","Bannerghatta Road","1115","2","78","2"
"906","Bannerghatta Road","1535","3","60","3"
"907","Bannerghatta Road","1655","3","90","3"
"908","Bannerghatta Road","1247","2","47.39","2"
"909","Bannerghatta Road","1650","3","94","3"
"910","Bannerghatta Road","905","2","65","2"
"911","Bannerghatta Road","1000","2","50","2"
"912","Bannerghatta Road","2185","3","120","4"
"913","Bannerghatta Road","1012","2","45","2"
"914","Bannerghatta Road","1725","3","85","3"
"915","Bannerghatta Road","1460","2","80","3"
"916","Bannerghatta Road","1340","2","85","2"
"917","Bannerghatta Road","1711","3","125","3"
"918","Bannerghatta Road","1520","2","81","3"
"919","Bannerghatta Road","2826","3","148","3"
"920","Bannerghatta Road","1115","2","61","2"
"921","Bannerghatta Road","1154","2","47","2"
"922","Bannerghatta Road","1000","2","44.5","2"
"923","Bannerghatta Road","1250","2","48","2"
"924","Bannerghatta Road","1640","3","105","3"
"925","Bannerghatta Road","1656","2","62.93","3"
"926","Bannerghatta Road","1012","2","44","2"
"927","Bannerghatta Road","1527","3","115","3"
"928","Bannerghatta Road","1660","3","85","3"
"929","Bannerghatta Road","1880","3","96.5","3"
"930","Bannerghatta Road","1550","3","96","3"
"931","Bannerghatta Road","1200","2","78","2"
"932","Bannerghatta Road","1885","3","125","3"
"933","Bannerghatta Road","1453","2","73","3"
"934","Bannerghatta Road","1450","2","78","3"
"935","Bannerghatta Road","700","1","31.2","1"
"936","Bannerghatta Road","1630","3","68","3"
"937","Bannerghatta Road","1400","3","69","3"
"938","Bannerghatta Road","905","2","58","2"
"939","Bannerghatta Road","1465","2","75","3"
"940","Bannerghatta Road","1920","3","122","3"
"941","Bannerghatta Road","2400","4","180","4"
"942","Bannerghatta Road","1660","3","80","3"
"943","Bannerghatta Road","1270","2","45","2"
"944","Bannerghatta Road","1520","2","80","3"
"945","Bannerghatta Road","1270","2","73","3"
"946","Bannerghatta Road","1846","3","120","3"
"947","Bannerghatta Road","3000","4","140","4"
"948","Bannerghatta Road","1655","3","95","3"
"949","Bannerghatta Road","1206","2","53","2"
"950","Bannerghatta Road","1150","2","55","2"
"951","Bannerghatta Road","1215","2","65","2"
"952","Bannerghatta Road","1510","2","110","3"
"953","Bannerghatta Road","1022","2","35","2"
"954","Bannerghatta Road","1246","2","47.35","2"
"955","Bannerghatta Road","1470","2","85","3"
"956","Bannerghatta Road","1160","2","45","2"
"957","Bannerghatta Road","970","2","57","2"
"958","Bannerghatta Road","1527","3","142","3"
"959","Basavangudi","1500","2","143","3"
"960","Basavangudi","1850","3","168","3"
"961","Basavangudi","1036","2","105","2"
"962","Basavangudi","2600","4","260","4"
"963","Basavangudi","1600","2","160","3"
"964","Basavangudi","1560","2","145","2"
"965","Basavangudi","1825","3","175","3"
"966","Basavangudi","1800","3","195","3"
"967","Basavangudi","1100","2","93","2"
"968","Basavangudi","1542.14","3","120","3"
"969","Basavangudi","1050","2","103","2"
"970","Basavangudi","1350","2","130","3"
"971","Basavangudi","1485","3","140","3"
"972","Basavangudi","1180","2","124","2"
"973","Basavangudi","1600","3","130","3"
"974","Basavangudi","1200","2","120","2"
"975","Basavangudi","1850","3","150","3"
"976","Basavangudi","2453","3","250","4"
"977","Basaveshwara Nagar","4500","5","415","5"
"978","Basaveshwara Nagar","1865","3","145","3"
"979","Basaveshwara Nagar","1200","2","90","2"
"980","Basaveshwara Nagar","2400","4","310","5"
"981","Basaveshwara Nagar","1200","2","80","2"
"982","Basaveshwara Nagar","900","2","60","2"
"983","Basaveshwara Nagar","1900","3","150","3"
"984","Basaveshwara Nagar","1200","2","85","2"
"985","Basaveshwara Nagar","1200","2","70","2"
"986","Battarahalli","1200","2","65","2"
"987","Battarahalli","1779","3","89.61","3"
"988","Battarahalli","1300","2","50","2"
"989","Battarahalli","1945","3","97.42","3"
"990","Battarahalli","1777","3","100","3"
"991","Battarahalli","1135","2","43","2"
"992","Battarahalli","1276","2","45","2"
"993","Battarahalli","1880","3","94.36","3"
"994","Battarahalli","1071","2","62","2"
"995","Battarahalli","1165","2","43","2"
"996","Battarahalli","1636","2","82.89","2"
"997","Battarahalli","1779","3","90","3"
"998","Battarahalli","1516","3","65","3"
"999","Battarahalli","1090","2","38.37","2"
"1000","Battarahalli","2082","3","104","3"
"1001","Battarahalli","2024","3","103","3"
"1002","Battarahalli","1097","2","49","2"
"1003","Begur","1664","4","65","4"
"1004","Begur","1419","2","59","3"
"1005","Begur","1580","3","75","3"
"1006","Begur","1559","3","63","3"
"1007","Begur","1445","2","47.1","3"
"1008","Begur","1475","2","74","3"
"1009","Begur","3500","4","185","3"
"1010","Begur","1100","2","55","2"
"1011","Begur","1306","2","65","2"
"1012","Begur","1304","3","65","3"
"1013","Begur","1411","2","60","3"
"1014","Begur","815","2","40","2"
"1015","Begur","1443","2","70","3"
"1016","Begur Road","1200","2","44","2"
"1017","Begur Road","1200","2","46.8","2"
"1018","Begur Road","1160","2","44","2"
"1019","Begur Road","1584","3","65","3"
"1020","Begur Road","1500","2","54","3"
"1021","Begur Road","1615","3","59.76","3"
"1022","Begur Road","1200","2","43.2","2"
"1023","Begur Road","1160","2","44.08","2"
"1024","Begur Road","1200","2","45","2"
"1025","Begur Road","1615","3","60","3"
"1026","Begur Road","1410","2","53","3"
"1027","Begur Road","1200","2","37.8","2"
"1028","Begur Road","1160","2","40.59","2"
"1029","Begur Road","1260","2","46.62","2"
"1030","Begur Road","1600","3","58.14","3"
"1031","Begur Road","1410","2","44.42","3"
